legislator,rollcall,vote,yea,.rollcall_id,party,.legis_id
GRAHAM (R SC),2-46,1,TRUE,356,Republican,82
THUNE (R SD),2-46,1,TRUE,356,Republican,83
JOHNSON (D SD),2-46,6,FALSE,356,Democratic,84
FRIST (R TN),2-46,1,TRUE,356,Republican,85
ALEXANDER (R TN),2-46,1,TRUE,356,Republican,86
CORNYN (R TX),2-46,1,TRUE,356,Republican,87
HUTCHISON (R TX),2-46,1,TRUE,356,Republican,88
BENNETT (R UT),2-46,1,TRUE,356,Republican,89
HATCH (R UT),2-46,1,TRUE,356,Republican,90
JEFFORDS (Indep VT),2-46,1,TRUE,356,Independent,91
LEAHY (D VT),2-46,6,FALSE,356,Democratic,92
ALLEN (R VA),2-46,1,TRUE,356,Republican,93
WARNER (R VA),2-46,1,TRUE,356,Republican,94
CANTWELL (D WA),2-46,1,TRUE,356,Democratic,95
MURRAY (D WA),2-46,6,FALSE,356,Democratic,96
BYRD (D WV),2-46,1,TRUE,356,Democratic,97
ROCKEFELLER (D WV),2-46,1,TRUE,356,Democratic,98
FEINGOLD (D WI),2-46,1,TRUE,356,Democratic,99
KOHL (D WI),2-46,1,TRUE,356,Democratic,100
ENZI (R WY),2-46,1,TRUE,356,Republican,101
THOMAS (R WY),2-46,1,TRUE,356,Republican,102
SESSIONS (R AL),2-47,6,FALSE,357,Republican,2
SHELBY (R AL),2-47,6,FALSE,357,Republican,3
MURKOWSKI (R AK),2-47,6,FALSE,357,Republican,4
STEVENS (R AK),2-47,6,FALSE,357,Republican,5
KYL (R AZ),2-47,6,FALSE,357,Republican,6
MCCAIN (R AZ),2-47,6,FALSE,357,Republican,7
PRYOR (D AR),2-47,1,TRUE,357,Democratic,8
LINCOLN (D AR),2-47,1,TRUE,357,Democratic,9
BOXER (D CA),2-47,1,TRUE,357,Democratic,10
FEINSTEIN (D CA),2-47,1,TRUE,357,Democratic,11
ALLARD (R CO),2-47,6,FALSE,357,Republican,12
SALAZAR (D CO),2-47,1,TRUE,357,Democratic,13
DODD (D CT),2-47,1,TRUE,357,Democratic,14
LIEBERMAN (D CT),2-47,1,TRUE,357,Democratic,15
CARPER (D DE),2-47,1,TRUE,357,Democratic,17
MARTINEZ (R FL),2-47,6,FALSE,357,Republican,18
NELSON (D FL),2-47,1,TRUE,357,Democratic,19
CHAMBLISS (R GA),2-47,6,FALSE,357,Republican,20
ISAKSON (R GA),2-47,6,FALSE,357,Republican,21
AKAKA (D HI),2-47,1,TRUE,357,Democratic,22
INOUYE (D HI),2-47,1,TRUE,357,Democratic,23
CRAIG (R ID),2-47,6,FALSE,357,Republican,24
CRAPO (R ID),2-47,6,FALSE,357,Republican,25
DURBIN (D IL),2-47,1,TRUE,357,Democratic,26
OBAMA (D IL),2-47,1,TRUE,357,Democratic,27
BAYH (D IN),2-47,1,TRUE,357,Democratic,28
LUGAR (R IN),2-47,6,FALSE,357,Republican,29
GRASSLEY (R IA),2-47,6,FALSE,357,Republican,30
HARKIN (D IA),2-47,1,TRUE,357,Democratic,31
BROWNBACK (R KS),2-47,6,FALSE,357,Republican,32
ROBERTS (R KS),2-47,6,FALSE,357,Republican,33
BUNNING (R KY),2-47,6,FALSE,357,Republican,34
MCCONNELL (R KY),2-47,6,FALSE,357,Republican,35
VITTER (R LA),2-47,6,FALSE,357,Republican,36
LANDRIEU (D LA),2-47,1,TRUE,357,Democratic,37
COLLINS (R ME),2-47,6,FALSE,357,Republican,38
SNOWE (R ME),2-47,6,FALSE,357,Republican,39
MIKULSKI (D MD),2-47,1,TRUE,357,Democratic,40
SARBANES (D MD),2-47,1,TRUE,357,Democratic,41
KENNEDY (D MA),2-47,1,TRUE,357,Democratic,42
KERRY (D MA),2-47,1,TRUE,357,Democratic,43
STABENOW (D MI),2-47,1,TRUE,357,Democratic,44
LEVIN (D MI),2-47,1,TRUE,357,Democratic,45
COCHRAN (R MS),2-47,6,FALSE,357,Republican,48
LOTT (R MS),2-47,6,FALSE,357,Republican,49
TALENT (R MO),2-47,6,FALSE,357,Republican,50
BOND (R MO),2-47,6,FALSE,357,Republican,51
BAUCUS (D MT),2-47,1,TRUE,357,Democratic,52
BURNS (R MT),2-47,6,FALSE,357,Republican,53
HAGEL (R NE),2-47,6,FALSE,357,Republican,54
NELSON (D NE),2-47,1,TRUE,357,Democratic,55
ENSIGN (R NV),2-47,6,FALSE,357,Republican,56
REID (D NV),2-47,1,TRUE,357,Democratic,57
GREGG (R NH),2-47,6,FALSE,357,Republican,58
SUNUNU (R NH),2-47,6,FALSE,357,Republican,59
MENENDEZ (D NJ),2-47,1,TRUE,357,Democratic,61
LAUTENBERG (D NJ),2-47,1,TRUE,357,Democratic,62
BINGAMAN (D NM),2-47,1,TRUE,357,Democratic,63
DOMENICI (R NM),2-47,6,FALSE,357,Republican,64
CLINTON (D NY),2-47,1,TRUE,357,Democratic,65
SCHUMER (D NY),2-47,1,TRUE,357,Democratic,66
BURR (R NC),2-47,6,FALSE,357,Republican,67
DOLE (R NC),2-47,6,FALSE,357,Republican,68
CONRAD (D ND),2-47,1,TRUE,357,Democratic,69
DORGAN (D ND),2-47,1,TRUE,357,Democratic,70
DEWINE (R OH),2-47,6,FALSE,357,Republican,71
VOINOVICH (R OH),2-47,6,FALSE,357,Republican,72
INHOFE (R OK),2-47,6,FALSE,357,Republican,73
COBURN (R OK),2-47,6,FALSE,357,Republican,74
SMITH (R OR),2-47,6,FALSE,357,Republican,75
WYDEN (D OR),2-47,1,TRUE,357,Democratic,76
SANTORUM (R PA),2-47,6,FALSE,357,Republican,77
CHAFEE (R RI),2-47,6,FALSE,357,Republican,79
REED (D RI),2-47,1,TRUE,357,Democratic,80
DEMINT (R SC),2-47,6,FALSE,357,Republican,81
GRAHAM (R SC),2-47,6,FALSE,357,Republican,82
THUNE (R SD),2-47,6,FALSE,357,Republican,83
JOHNSON (D SD),2-47,1,TRUE,357,Democratic,84
FRIST (R TN),2-47,6,FALSE,357,Republican,85
ALEXANDER (R TN),2-47,6,FALSE,357,Republican,86
CORNYN (R TX),2-47,6,FALSE,357,Republican,87
HUTCHISON (R TX),2-47,6,FALSE,357,Republican,88
BENNETT (R UT),2-47,6,FALSE,357,Republican,89
HATCH (R UT),2-47,6,FALSE,357,Republican,90
JEFFORDS (Indep VT),2-47,1,TRUE,357,Independent,91
LEAHY (D VT),2-47,1,TRUE,357,Democratic,92
ALLEN (R VA),2-47,6,FALSE,357,Republican,93
WARNER (R VA),2-47,6,FALSE,357,Republican,94
CANTWELL (D WA),2-47,1,TRUE,357,Democratic,95
MURRAY (D WA),2-47,1,TRUE,357,Democratic,96
BYRD (D WV),2-47,1,TRUE,357,Democratic,97
ROCKEFELLER (D WV),2-47,1,TRUE,357,Democratic,98
FEINGOLD (D WI),2-47,1,TRUE,357,Democratic,99
KOHL (D WI),2-47,1,TRUE,357,Democratic,100
ENZI (R WY),2-47,6,FALSE,357,Republican,101
THOMAS (R WY),2-47,6,FALSE,357,Republican,102
SESSIONS (R AL),2-48,1,TRUE,358,Republican,2
SHELBY (R AL),2-48,1,TRUE,358,Republican,3
MURKOWSKI (R AK),2-48,1,TRUE,358,Republican,4
STEVENS (R AK),2-48,1,TRUE,358,Republican,5
KYL (R AZ),2-48,1,TRUE,358,Republican,6
MCCAIN (R AZ),2-48,6,FALSE,358,Republican,7
PRYOR (D AR),2-48,1,TRUE,358,Democratic,8
LINCOLN (D AR),2-48,6,FALSE,358,Democratic,9
BOXER (D CA),2-48,1,TRUE,358,Democratic,10
FEINSTEIN (D CA),2-48,1,TRUE,358,Democratic,11
ALLARD (R CO),2-48,1,TRUE,358,Republican,12
SALAZAR (D CO),2-48,1,TRUE,358,Democratic,13
DODD (D CT),2-48,1,TRUE,358,Democratic,14
LIEBERMAN (D CT),2-48,1,TRUE,358,Democratic,15
BIDEN (D DE),2-48,1,TRUE,358,Democratic,16
CARPER (D DE),2-48,1,TRUE,358,Democratic,17
MARTINEZ (R FL),2-48,1,TRUE,358,Republican,18
NELSON (D FL),2-48,6,FALSE,358,Democratic,19
CHAMBLISS (R GA),2-48,1,TRUE,358,Republican,20
ISAKSON (R GA),2-48,1,TRUE,358,Republican,21
AKAKA (D HI),2-48,6,FALSE,358,Democratic,22
INOUYE (D HI),2-48,1,TRUE,358,Democratic,23
CRAIG (R ID),2-48,1,TRUE,358,Republican,24
CRAPO (R ID),2-48,1,TRUE,358,Republican,25
DURBIN (D IL),2-48,1,TRUE,358,Democratic,26
OBAMA (D IL),2-48,6,FALSE,358,Democratic,27
BAYH (D IN),2-48,1,TRUE,358,Democratic,28
LUGAR (R IN),2-48,1,TRUE,358,Republican,29
GRASSLEY (R IA),2-48,1,TRUE,358,Republican,30
HARKIN (D IA),2-48,6,FALSE,358,Democratic,31
BROWNBACK (R KS),2-48,1,TRUE,358,Republican,32
ROBERTS (R KS),2-48,1,TRUE,358,Republican,33
BUNNING (R KY),2-48,1,TRUE,358,Republican,34
MCCONNELL (R KY),2-48,1,TRUE,358,Republican,35
VITTER (R LA),2-48,1,TRUE,358,Republican,36
LANDRIEU (D LA),2-48,6,FALSE,358,Democratic,37
COLLINS (R ME),2-48,6,FALSE,358,Republican,38
SNOWE (R ME),2-48,6,FALSE,358,Republican,39
MIKULSKI (D MD),2-48,1,TRUE,358,Democratic,40
SARBANES (D MD),2-48,1,TRUE,358,Democratic,41
KENNEDY (D MA),2-48,6,FALSE,358,Democratic,42
KERRY (D MA),2-48,1,TRUE,358,Democratic,43
STABENOW (D MI),2-48,1,TRUE,358,Democratic,44
LEVIN (D MI),2-48,1,TRUE,358,Democratic,45
COCHRAN (R MS),2-48,1,TRUE,358,Republican,48
LOTT (R MS),2-48,1,TRUE,358,Republican,49
TALENT (R MO),2-48,1,TRUE,358,Republican,50
BOND (R MO),2-48,1,TRUE,358,Republican,51
BAUCUS (D MT),2-48,6,FALSE,358,Democratic,52
BURNS (R MT),2-48,1,TRUE,358,Republican,53
HAGEL (R NE),2-48,1,TRUE,358,Republican,54
NELSON (D NE),2-48,1,TRUE,358,Democratic,55
ENSIGN (R NV),2-48,6,FALSE,358,Republican,56
REID (D NV),2-48,6,FALSE,358,Democratic,57
GREGG (R NH),2-48,1,TRUE,358,Republican,58
SUNUNU (R NH),2-48,1,TRUE,358,Republican,59
MENENDEZ (D NJ),2-48,1,TRUE,358,Democratic,61
LAUTENBERG (D NJ),2-48,6,FALSE,358,Democratic,62
BINGAMAN (D NM),2-48,1,TRUE,358,Democratic,63
DOMENICI (R NM),2-48,1,TRUE,358,Republican,64
CLINTON (D NY),2-48,6,FALSE,358,Democratic,65
SCHUMER (D NY),2-48,1,TRUE,358,Democratic,66
BURR (R NC),2-48,1,TRUE,358,Republican,67
DOLE (R NC),2-48,1,TRUE,358,Republican,68
CONRAD (D ND),2-48,6,FALSE,358,Democratic,69
DORGAN (D ND),2-48,1,TRUE,358,Democratic,70
DEWINE (R OH),2-48,6,FALSE,358,Republican,71
VOINOVICH (R OH),2-48,1,TRUE,358,Republican,72
INHOFE (R OK),2-48,1,TRUE,358,Republican,73
COBURN (R OK),2-48,1,TRUE,358,Republican,74
SMITH (R OR),2-48,1,TRUE,358,Republican,75
WYDEN (D OR),2-48,1,TRUE,358,Democratic,76
SANTORUM (R PA),2-48,1,TRUE,358,Republican,77
SPECTER (R PA),2-48,1,TRUE,358,Republican,78
CHAFEE (R RI),2-48,6,FALSE,358,Republican,79
REED (D RI),2-48,6,FALSE,358,Democratic,80
DEMINT (R SC),2-48,1,TRUE,358,Republican,81
GRAHAM (R SC),2-48,1,TRUE,358,Republican,82
THUNE (R SD),2-48,1,TRUE,358,Republican,83
JOHNSON (D SD),2-48,1,TRUE,358,Democratic,84
FRIST (R TN),2-48,1,TRUE,358,Republican,85
ALEXANDER (R TN),2-48,1,TRUE,358,Republican,86
CORNYN (R TX),2-48,1,TRUE,358,Republican,87
HUTCHISON (R TX),2-48,1,TRUE,358,Republican,88
BENNETT (R UT),2-48,1,TRUE,358,Republican,89
HATCH (R UT),2-48,1,TRUE,358,Republican,90
JEFFORDS (Indep VT),2-48,6,FALSE,358,Independent,91
LEAHY (D VT),2-48,6,FALSE,358,Democratic,92
ALLEN (R VA),2-48,1,TRUE,358,Republican,93
WARNER (R VA),2-48,1,TRUE,358,Republican,94
CANTWELL (D WA),2-48,1,TRUE,358,Democratic,95
MURRAY (D WA),2-48,1,TRUE,358,Democratic,96
BYRD (D WV),2-48,1,TRUE,358,Democratic,97
ROCKEFELLER (D WV),2-48,1,TRUE,358,Democratic,98
FEINGOLD (D WI),2-48,6,FALSE,358,Democratic,99
KOHL (D WI),2-48,1,TRUE,358,Democratic,100
ENZI (R WY),2-48,1,TRUE,358,Republican,101
THOMAS (R WY),2-48,1,TRUE,358,Republican,102
SESSIONS (R AL),2-49,6,FALSE,359,Republican,2
SHELBY (R AL),2-49,6,FALSE,359,Republican,3
MURKOWSKI (R AK),2-49,6,FALSE,359,Republican,4
STEVENS (R AK),2-49,6,FALSE,359,Republican,5
KYL (R AZ),2-49,6,FALSE,359,Republican,6
MCCAIN (R AZ),2-49,6,FALSE,359,Republican,7
PRYOR (D AR),2-49,1,TRUE,359,Democratic,8
LINCOLN (D AR),2-49,1,TRUE,359,Democratic,9
BOXER (D CA),2-49,1,TRUE,359,Democratic,10
FEINSTEIN (D CA),2-49,1,TRUE,359,Democratic,11
ALLARD (R CO),2-49,6,FALSE,359,Republican,12
SALAZAR (D CO),2-49,1,TRUE,359,Democratic,13
DODD (D CT),2-49,1,TRUE,359,Democratic,14
LIEBERMAN (D CT),2-49,1,TRUE,359,Democratic,15
BIDEN (D DE),2-49,1,TRUE,359,Democratic,16
CARPER (D DE),2-49,1,TRUE,359,Democratic,17
MARTINEZ (R FL),2-49,6,FALSE,359,Republican,18
NELSON (D FL),2-49,1,TRUE,359,Democratic,19
CHAMBLISS (R GA),2-49,6,FALSE,359,Republican,20
ISAKSON (R GA),2-49,6,FALSE,359,Republican,21
AKAKA (D HI),2-49,1,TRUE,359,Democratic,22
INOUYE (D HI),2-49,1,TRUE,359,Democratic,23
CRAIG (R ID),2-49,6,FALSE,359,Republican,24
CRAPO (R ID),2-49,6,FALSE,359,Republican,25
DURBIN (D IL),2-49,1,TRUE,359,Democratic,26
OBAMA (D IL),2-49,1,TRUE,359,Democratic,27
BAYH (D IN),2-49,1,TRUE,359,Democratic,28
LUGAR (R IN),2-49,6,FALSE,359,Republican,29
GRASSLEY (R IA),2-49,6,FALSE,359,Republican,30
HARKIN (D IA),2-49,1,TRUE,359,Democratic,31
BROWNBACK (R KS),2-49,6,FALSE,359,Republican,32
ROBERTS (R KS),2-49,6,FALSE,359,Republican,33
BUNNING (R KY),2-49,6,FALSE,359,Republican,34
MCCONNELL (R KY),2-49,6,FALSE,359,Republican,35
VITTER (R LA),2-49,6,FALSE,359,Republican,36
LANDRIEU (D LA),2-49,1,TRUE,359,Democratic,37
COLLINS (R ME),2-49,1,TRUE,359,Republican,38
SNOWE (R ME),2-49,1,TRUE,359,Republican,39
MIKULSKI (D MD),2-49,1,TRUE,359,Democratic,40
SARBANES (D MD),2-49,1,TRUE,359,Democratic,41
KENNEDY (D MA),2-49,1,TRUE,359,Democratic,42
KERRY (D MA),2-49,1,TRUE,359,Democratic,43
STABENOW (D MI),2-49,1,TRUE,359,Democratic,44
LEVIN (D MI),2-49,1,TRUE,359,Democratic,45
COCHRAN (R MS),2-49,6,FALSE,359,Republican,48
LOTT (R MS),2-49,6,FALSE,359,Republican,49
TALENT (R MO),2-49,6,FALSE,359,Republican,50
BOND (R MO),2-49,6,FALSE,359,Republican,51
BAUCUS (D MT),2-49,1,TRUE,359,Democratic,52
BURNS (R MT),2-49,6,FALSE,359,Republican,53
HAGEL (R NE),2-49,6,FALSE,359,Republican,54
NELSON (D NE),2-49,1,TRUE,359,Democratic,55
ENSIGN (R NV),2-49,6,FALSE,359,Republican,56
REID (D NV),2-49,1,TRUE,359,Democratic,57
GREGG (R NH),2-49,6,FALSE,359,Republican,58
SUNUNU (R NH),2-49,6,FALSE,359,Republican,59
MENENDEZ (D NJ),2-49,1,TRUE,359,Democratic,61
LAUTENBERG (D NJ),2-49,1,TRUE,359,Democratic,62
BINGAMAN (D NM),2-49,1,TRUE,359,Democratic,63
DOMENICI (R NM),2-49,6,FALSE,359,Republican,64
CLINTON (D NY),2-49,1,TRUE,359,Democratic,65
SCHUMER (D NY),2-49,1,TRUE,359,Democratic,66
BURR (R NC),2-49,6,FALSE,359,Republican,67
DOLE (R NC),2-49,6,FALSE,359,Republican,68
CONRAD (D ND),2-49,1,TRUE,359,Democratic,69
DORGAN (D ND),2-49,1,TRUE,359,Democratic,70
DEWINE (R OH),2-49,1,TRUE,359,Republican,71
VOINOVICH (R OH),2-49,6,FALSE,359,Republican,72
INHOFE (R OK),2-49,6,FALSE,359,Republican,73
COBURN (R OK),2-49,6,FALSE,359,Republican,74
SMITH (R OR),2-49,6,FALSE,359,Republican,75
WYDEN (D OR),2-49,1,TRUE,359,Democratic,76
SANTORUM (R PA),2-49,6,FALSE,359,Republican,77
SPECTER (R PA),2-49,1,TRUE,359,Republican,78
CHAFEE (R RI),2-49,1,TRUE,359,Republican,79
REED (D RI),2-49,1,TRUE,359,Democratic,80
DEMINT (R SC),2-49,6,FALSE,359,Republican,81
GRAHAM (R SC),2-49,6,FALSE,359,Republican,82
THUNE (R SD),2-49,6,FALSE,359,Republican,83
JOHNSON (D SD),2-49,1,TRUE,359,Democratic,84
FRIST (R TN),2-49,6,FALSE,359,Republican,85
ALEXANDER (R TN),2-49,6,FALSE,359,Republican,86
CORNYN (R TX),2-49,6,FALSE,359,Republican,87
HUTCHISON (R TX),2-49,6,FALSE,359,Republican,88
BENNETT (R UT),2-49,6,FALSE,359,Republican,89
HATCH (R UT),2-49,6,FALSE,359,Republican,90
JEFFORDS (Indep VT),2-49,1,TRUE,359,Independent,91
LEAHY (D VT),2-49,1,TRUE,359,Democratic,92
ALLEN (R VA),2-49,6,FALSE,359,Republican,93
WARNER (R VA),2-49,6,FALSE,359,Republican,94
CANTWELL (D WA),2-49,1,TRUE,359,Democratic,95
MURRAY (D WA),2-49,1,TRUE,359,Democratic,96
BYRD (D WV),2-49,1,TRUE,359,Democratic,97
ROCKEFELLER (D WV),2-49,1,TRUE,359,Democratic,98
FEINGOLD (D WI),2-49,1,TRUE,359,Democratic,99
KOHL (D WI),2-49,1,TRUE,359,Democratic,100
ENZI (R WY),2-49,6,FALSE,359,Republican,101
THOMAS (R WY),2-49,6,FALSE,359,Republican,102
BUSH (R USA),2-50,6,FALSE,360,Republican,1
SESSIONS (R AL),2-50,6,FALSE,360,Republican,2
SHELBY (R AL),2-50,1,TRUE,360,Republican,3
MURKOWSKI (R AK),2-50,1,TRUE,360,Republican,4
STEVENS (R AK),2-50,1,TRUE,360,Republican,5
KYL (R AZ),2-50,6,FALSE,360,Republican,6
MCCAIN (R AZ),2-50,1,TRUE,360,Republican,7
PRYOR (D AR),2-50,1,TRUE,360,Democratic,8
LINCOLN (D AR),2-50,1,TRUE,360,Democratic,9
BOXER (D CA),2-50,1,TRUE,360,Democratic,10
FEINSTEIN (D CA),2-50,1,TRUE,360,Democratic,11
ALLARD (R CO),2-50,6,FALSE,360,Republican,12
SALAZAR (D CO),2-50,1,TRUE,360,Democratic,13
DODD (D CT),2-50,1,TRUE,360,Democratic,14
LIEBERMAN (D CT),2-50,1,TRUE,360,Democratic,15
BIDEN (D DE),2-50,1,TRUE,360,Democratic,16
CARPER (D DE),2-50,1,TRUE,360,Democratic,17
MARTINEZ (R FL),2-50,6,FALSE,360,Republican,18
NELSON (D FL),2-50,1,TRUE,360,Democratic,19
CHAMBLISS (R GA),2-50,6,FALSE,360,Republican,20
ISAKSON (R GA),2-50,6,FALSE,360,Republican,21
AKAKA (D HI),2-50,1,TRUE,360,Democratic,22
INOUYE (D HI),2-50,1,TRUE,360,Democratic,23
CRAIG (R ID),2-50,6,FALSE,360,Republican,24
CRAPO (R ID),2-50,6,FALSE,360,Republican,25
DURBIN (D IL),2-50,1,TRUE,360,Democratic,26
OBAMA (D IL),2-50,1,TRUE,360,Democratic,27
BAYH (D IN),2-50,1,TRUE,360,Democratic,28
LUGAR (R IN),2-50,6,FALSE,360,Republican,29
GRASSLEY (R IA),2-50,6,FALSE,360,Republican,30
HARKIN (D IA),2-50,1,TRUE,360,Democratic,31
BROWNBACK (R KS),2-50,6,FALSE,360,Republican,32
ROBERTS (R KS),2-50,6,FALSE,360,Republican,33
BUNNING (R KY),2-50,6,FALSE,360,Republican,34
MCCONNELL (R KY),2-50,6,FALSE,360,Republican,35
VITTER (R LA),2-50,6,FALSE,360,Republican,36
LANDRIEU (D LA),2-50,1,TRUE,360,Democratic,37
COLLINS (R ME),2-50,1,TRUE,360,Republican,38
SNOWE (R ME),2-50,1,TRUE,360,Republican,39
MIKULSKI (D MD),2-50,1,TRUE,360,Democratic,40
SARBANES (D MD),2-50,1,TRUE,360,Democratic,41
KENNEDY (D MA),2-50,1,TRUE,360,Democratic,42
KERRY (D MA),2-50,1,TRUE,360,Democratic,43
STABENOW (D MI),2-50,1,TRUE,360,Democratic,44
LEVIN (D MI),2-50,1,TRUE,360,Democratic,45
COCHRAN (R MS),2-50,6,FALSE,360,Republican,48
LOTT (R MS),2-50,6,FALSE,360,Republican,49
TALENT (R MO),2-50,6,FALSE,360,Republican,50
BOND (R MO),2-50,6,FALSE,360,Republican,51
BAUCUS (D MT),2-50,6,FALSE,360,Democratic,52
BURNS (R MT),2-50,6,FALSE,360,Republican,53
HAGEL (R NE),2-50,6,FALSE,360,Republican,54
NELSON (D NE),2-50,6,FALSE,360,Democratic,55
ENSIGN (R NV),2-50,6,FALSE,360,Republican,56
REID (D NV),2-50,1,TRUE,360,Democratic,57
GREGG (R NH),2-50,6,FALSE,360,Republican,58
SUNUNU (R NH),2-50,6,FALSE,360,Republican,59
MENENDEZ (D NJ),2-50,1,TRUE,360,Democratic,61
LAUTENBERG (D NJ),2-50,1,TRUE,360,Democratic,62
BINGAMAN (D NM),2-50,1,TRUE,360,Democratic,63
DOMENICI (R NM),2-50,6,FALSE,360,Republican,64
CLINTON (D NY),2-50,1,TRUE,360,Democratic,65
SCHUMER (D NY),2-50,1,TRUE,360,Democratic,66
BURR (R NC),2-50,6,FALSE,360,Republican,67
DOLE (R NC),2-50,6,FALSE,360,Republican,68
CONRAD (D ND),2-50,1,TRUE,360,Democratic,69
DORGAN (D ND),2-50,1,TRUE,360,Democratic,70
DEWINE (R OH),2-50,1,TRUE,360,Republican,71
VOINOVICH (R OH),2-50,6,FALSE,360,Republican,72
INHOFE (R OK),2-50,6,FALSE,360,Republican,73
COBURN (R OK),2-50,6,FALSE,360,Republican,74
SMITH (R OR),2-50,1,TRUE,360,Republican,75
WYDEN (D OR),2-50,1,TRUE,360,Democratic,76
SANTORUM (R PA),2-50,6,FALSE,360,Republican,77
SPECTER (R PA),2-50,1,TRUE,360,Republican,78
CHAFEE (R RI),2-50,1,TRUE,360,Republican,79
REED (D RI),2-50,1,TRUE,360,Democratic,80
DEMINT (R SC),2-50,6,FALSE,360,Republican,81
GRAHAM (R SC),2-50,1,TRUE,360,Republican,82
THUNE (R SD),2-50,6,FALSE,360,Republican,83
JOHNSON (D SD),2-50,1,TRUE,360,Democratic,84
FRIST (R TN),2-50,6,FALSE,360,Republican,85
ALEXANDER (R TN),2-50,6,FALSE,360,Republican,86
CORNYN (R TX),2-50,6,FALSE,360,Republican,87
HUTCHISON (R TX),2-50,1,TRUE,360,Republican,88
BENNETT (R UT),2-50,6,FALSE,360,Republican,89
HATCH (R UT),2-50,6,FALSE,360,Republican,90
JEFFORDS (Indep VT),2-50,1,TRUE,360,Independent,91
LEAHY (D VT),2-50,1,TRUE,360,Democratic,92
ALLEN (R VA),2-50,6,FALSE,360,Republican,93
WARNER (R VA),2-50,6,FALSE,360,Republican,94
CANTWELL (D WA),2-50,1,TRUE,360,Democratic,95
MURRAY (D WA),2-50,1,TRUE,360,Democratic,96
BYRD (D WV),2-50,1,TRUE,360,Democratic,97
ROCKEFELLER (D WV),2-50,1,TRUE,360,Democratic,98
FEINGOLD (D WI),2-50,1,TRUE,360,Democratic,99
KOHL (D WI),2-50,1,TRUE,360,Democratic,100
ENZI (R WY),2-50,6,FALSE,360,Republican,101
THOMAS (R WY),2-50,6,FALSE,360,Republican,102
SESSIONS (R AL),2-51,6,FALSE,361,Republican,2
SHELBY (R AL),2-51,6,FALSE,361,Republican,3
MURKOWSKI (R AK),2-51,6,FALSE,361,Republican,4
STEVENS (R AK),2-51,6,FALSE,361,Republican,5
KYL (R AZ),2-51,6,FALSE,361,Republican,6
MCCAIN (R AZ),2-51,6,FALSE,361,Republican,7
PRYOR (D AR),2-51,1,TRUE,361,Democratic,8
LINCOLN (D AR),2-51,1,TRUE,361,Democratic,9
BOXER (D CA),2-51,1,TRUE,361,Democratic,10
FEINSTEIN (D CA),2-51,1,TRUE,361,Democratic,11
ALLARD (R CO),2-51,6,FALSE,361,Republican,12
SALAZAR (D CO),2-51,1,TRUE,361,Democratic,13
DODD (D CT),2-51,1,TRUE,361,Democratic,14
LIEBERMAN (D CT),2-51,1,TRUE,361,Democratic,15
BIDEN (D DE),2-51,1,TRUE,361,Democratic,16
CARPER (D DE),2-51,1,TRUE,361,Democratic,17
MARTINEZ (R FL),2-51,6,FALSE,361,Republican,18
NELSON (D FL),2-51,1,TRUE,361,Democratic,19
CHAMBLISS (R GA),2-51,6,FALSE,361,Republican,20
ISAKSON (R GA),2-51,6,FALSE,361,Republican,21
AKAKA (D HI),2-51,1,TRUE,361,Democratic,22
INOUYE (D HI),2-51,1,TRUE,361,Democratic,23
CRAIG (R ID),2-51,6,FALSE,361,Republican,24
CRAPO (R ID),2-51,6,FALSE,361,Republican,25
DURBIN (D IL),2-51,1,TRUE,361,Democratic,26
OBAMA (D IL),2-51,1,TRUE,361,Democratic,27
BAYH (D IN),2-51,1,TRUE,361,Democratic,28
LUGAR (R IN),2-51,6,FALSE,361,Republican,29
GRASSLEY (R IA),2-51,6,FALSE,361,Republican,30
HARKIN (D IA),2-51,1,TRUE,361,Democratic,31
BROWNBACK (R KS),2-51,6,FALSE,361,Republican,32
ROBERTS (R KS),2-51,6,FALSE,361,Republican,33
BUNNING (R KY),2-51,6,FALSE,361,Republican,34
MCCONNELL (R KY),2-51,6,FALSE,361,Republican,35
VITTER (R LA),2-51,6,FALSE,361,Republican,36
LANDRIEU (D LA),2-51,1,TRUE,361,Democratic,37
COLLINS (R ME),2-51,6,FALSE,361,Republican,38
SNOWE (R ME),2-51,6,FALSE,361,Republican,39
SARBANES (D MD),2-51,1,TRUE,361,Democratic,41
KENNEDY (D MA),2-51,1,TRUE,361,Democratic,42
KERRY (D MA),2-51,1,TRUE,361,Democratic,43
STABENOW (D MI),2-51,1,TRUE,361,Democratic,44
LEVIN (D MI),2-51,1,TRUE,361,Democratic,45
COCHRAN (R MS),2-51,6,FALSE,361,Republican,48
LOTT (R MS),2-51,6,FALSE,361,Republican,49
TALENT (R MO),2-51,6,FALSE,361,Republican,50
BOND (R MO),2-51,6,FALSE,361,Republican,51
BAUCUS (D MT),2-51,1,TRUE,361,Democratic,52
BURNS (R MT),2-51,6,FALSE,361,Republican,53
HAGEL (R NE),2-51,6,FALSE,361,Republican,54
NELSON (D NE),2-51,1,TRUE,361,Democratic,55
ENSIGN (R NV),2-51,6,FALSE,361,Republican,56
REID (D NV),2-51,1,TRUE,361,Democratic,57
GREGG (R NH),2-51,6,FALSE,361,Republican,58
SUNUNU (R NH),2-51,6,FALSE,361,Republican,59
MENENDEZ (D NJ),2-51,1,TRUE,361,Democratic,61
